,Unnamed: 0,urls,captions,comments,likes,labels
222,222,https://scontent-sea1-1.cdninstagram.com/vp/92ec3fcde298727b18feaf0e77a2ea70/5C7C229C/t51.2885-15/e15/c180.0.720.720a/s480x480/43049076_1732945663482285_3800687481956673442_n.jpg?ig_cache_key=MTg5MjA2OTE2NjU5NzI5MjcxMA%3D%3D.2.c,"Photo by @williamalbertallard | India, 2002. I got to work in India for the first time in what was kind of the twilight of my career that dates back to 1964. I was assigned by @natgeo to photograph the Dalits, also known as the Untouchables, those people who exist on the lowest rung of the India caste system. This man has just emerged from cleaning out a sewer filled with filth by using only a bucket and a rope. After finishing and closing the concrete cover, he had to go to several nearby homes before gaining permission to wash himself off with a garden hose. Because he is an Untouchable he is destined to do what his father, his grandfather, and all the men in his family's past did, to clean waste from sewers. There are Untouchables generations destined to a tradition of washing clothes, or tanning leather hides, or other tasks members of the upper castes refuse to do. Despite his situation, this man who sits covered in sewage, wears a thin gold chain around his neck and I was struck by how it seemed to match the glint of pride in his eyes as I made his portrait. He may be a collector of other people's wastes, but he does so with self esteem. #followme  @williamalbertallard for more images of India and other @natgeo assignments spanning five-decades. @thephotosociety #india  #Dalit  #castes  #onassignment  #untouchable """,3984,260860,"['barechestedness', 'human', 'muscle', 'temple', 'arm', 'chest', 'trunk', 'abdomen']"
223,223,https://scontent-sea1-1.cdninstagram.com/vp/1504c8cca3f1d9be8973beb2a4e540f1/5C7CD6B3/t51.2885-15/e15/s480x480/42809355_1502861823149390_8275803026050003580_n.jpg?ig_cache_key=MTg5MTk5NjI0ODM2MzU3ODU1OA%3D%3D.2,"Photo by @stephenwilkes. | The golden glow of late-afternoon sunlight makes the perfect backdrop for this posing grizzly, swimming in the Bella Coola river. To see more photos from my travels near and far, visit me @stephenwilkes. #DayToNight  #StephenWilkes  #BellaCoola  #CoastMountains  #Canada  #Grizzly ",3424,663977,"['brown bear', 'grizzly bear', 'water', 'wildlife', 'mammal', 'bear', 'wilderness', 'fauna', 'snout', 'american black bear']"
224,224,https://scontent-sea1-1.cdninstagram.com/vp/6cf614ac12adf405b16b9688f23c1561/5C76C9A5/t51.2885-15/e15/c181.0.718.718/s480x480/43817937_248469309173736_4652290249959420648_n.jpg?ig_cache_key=MTg5MTkxODM3Nzg3MDQ5NDQ1Mw%3D%3D.2.c,"Photo by @amivitale | A keeper feeds three orphaned baby rhinos at the Lewa Wildlife Conservancy (@lewa_wildlife) in #Kenya . Animals here receive dedicated, constant care from their keepers, who look after their health and help prepare them for life in the wild. Indigenous communities are on the front lines of the fight against poaching and landscape destruction, making them the best protectors of the endangered wildlife around them. Follow @amivitale @lewa_wildlife @nrt_kenya & @nature_org to learn about the incredible work being done to protect and preserve these wondrous beings. @kenyawildlifeservice @thephotosociety @natgeo @nature_africa #WorthMoreAlive  #protectrhinos  #DontLetThemDisappear  #rhinos  #saverhinos  #stoppoaching  #kenya  #northernkenya  #magicalkenya  #africa  #everydayafrica  #worldrhinoday  #photojournalism  #amivitale ",1792,503783,"['rhinoceros', 'mammal', 'terrestrial animal', 'horn', 'snout', 'wildlife']"
225,225,https://scontent-sea1-1.cdninstagram.com/vp/a000a9224f4e032e35223ee12cdfa720/5C6FC0F9/t51.2885-15/e15/c135.0.810.810a/s480x480/42669824_176286286626570_5261688914827968700_n.jpg?ig_cache_key=MTg5MTg0MzI5MjM5NjU1Mzk0Mw%3D%3D.2.c,"Photo by @gabrielegalimbertiphoto | I’m recently turned 40 and almost every friend around me has become a parent over the last few years. A couple of friends and I are the only ones in our group who still don’t have kids of our own. I naturally began to observe how the others were raising their children. I watch them playing together, hear the arguments and the kids’ complaints at mealtimes or at bedtime. I’ve often been the one in charge of the kids when those moments happen. Just maybe, all of these things are making me start to want to be a father. That is why I’ve decided to make the relationships between fathers and their children the focus of this photo project. Wherever I am in the world, when I meet a father I ask him to tell me about a special moment he has spent with his children and, when I can, I photograph them together /// From the about FATHERS - Breda, The Netherlands – Raoul (43), Tijn (6) and Ole (4) - Raoul is from Portugal originally, but he has been living in Holland for many years. He’s a successful entrepreneur and owns a consulting company that operates in the oil and gas sector. He lives in Breda with his wife and children. He commutes to Rotterdam for work every day, by train or by car. “It’s a little stressful, but I’d rather live in a small city than in Rotterdam.” He travels to the Middle East, too, about 5 or 6 times a year. Raoul doesn’t have much free time to be with his family. He’s mostly only able to spend time with them on weekends, which he loves spending with his children. Lately, their favorite pastime has been bicycling. “Ole, the youngest, is just now learning to ride by himself, so I still have to help him all the time and be careful that he doesn't fall.” /// Follow me for more stories @gabrielegalimbertiphoto #father  #fathers  #dad  #dads  #netherlands  #bike  #biking  #breda  #rotterdam  #holland  #fatherhood ",682,171283,"['mode of transport', 'bicycle', 'vehicle', 'bicycle accessory', 'sports equipment', 'cycling', 'recreation', 'lane', 'road', 'street']"
226,226,https://scontent-sea1-1.cdninstagram.com/vp/b69282f5a6d7a75108b01a0e1fac6a09/5C6A2124/t51.2885-15/e15/c180.0.720.720/s480x480/42748213_289333461905360_1071695754923181405_n.jpg?ig_cache_key=MTg5MTc2ODMwNTQ3MjExMTAxNw%3D%3D.2.c,"Photo by @beverlyjoubert | The dominant male from the Tsaro Pride at Duba Plains is well used to crossing deep channels on a daily basis. This one is only chest-deep and a path has been forged by a hippo.There's no keeping your paws dry in the Okavango when the dominant prey species is happy to wallow or feed where the area is at its swampiest. Right now he's not hunting; he's leaving that to the females who are after red lechwe, but he's following behind them so as not to miss out when they are successful. It's not unusual for the females to make a kill specifically for the male and then move away to a different area while he is busy eating, in order to hunt for the rest of the pride. #Okavangolions  #DubaPlains  #Tsaropride  #Thisismytrophy  #wetcat ",979,462954,"['wildlife', 'wilderness', 'ecosystem', 'nature reserve', 'fauna', 'grizzly bear', 'grassland', 'terrestrial animal', 'lion', 'safari']"
227,227,https://scontent-sea1-1.cdninstagram.com/vp/5e3b61855fb525a8a36de570608fbabd/5C6EAAA3/t51.2885-15/e15/c70.0.939.939/s480x480/43046832_319288362214603_2516007245552567602_n.jpg?ig_cache_key=MTg5MTY5MjM3Njc1MjExOTgzOQ%3D%3D.2.c,"Photo by Matthieu Paley @paleyphoto I The Pamir mountains, partly wrapped in sand dunes, rise above Bulunkou reservoir, in Xinjiang, China. I was traveling by bus on the Karakoram Highway (KKH), the highest paved road in the world and the only ground transport link between China and Pakistan. A modern incarnation of the ancient silk road, the recent upgrade of the KKH has been accompanied by several energy projects, including hydropower stations such as this one / To explore different part of the world, follow me @paleyphoto / #uyghur  #xinjiang  #bulunkoulake  #KKH  #Karakoramhighway ",545,283331,"['sky', 'ecosystem', 'cloud', 'ecoregion', 'badlands', 'highland', 'horizon', 'steppe', 'tundra', 'plateau']"
228,228,https://scontent-sea1-1.cdninstagram.com/vp/eb911970ff1b30dccfef57070ef987cb/5C82B05E/t51.2885-15/e15/c180.0.720.720/s480x480/42673891_486427811852712_1058235098331255924_n.jpg?ig_cache_key=MTg5MTY5MTc2MDM0MDQxMzMxNA%3D%3D.2.c,"Photo by @PaulNicklen | In South Georgia, Antarctica, an elephant seal pup gets its first look at its new home. Just minutes old, it weighs about 50 pounds. Over the next three weeks, the pup will gorge on rich milk from its mother, quickly fattening up to 400 pounds. #FollowMe  at @PaulNicklen for more photos of Antarctic wildlife and landscapes. #seal  #Antarctica  #wildlife  #photography ",3359,673592,"['terrestrial animal', 'mammal', 'harbor seal', 'fauna', 'seals', 'snout', 'organism', 'wildlife', 'close up', 'marine mammal']"
229,229,https://scontent-sea1-1.cdninstagram.com/vp/39f0082eb1c0b0f123ead731ef99dfeb/5C771FDE/t51.2885-15/e15/s480x480/43533083_336335006931891_5140813984206418933_n.jpg?ig_cache_key=MTg5MTUxMTM4MzI0NzYyNzM2OQ%3D%3D.2,"Photo by @dguttenfelder | Fish mongers place frozen tuna in rows before the early morning start of the auction at Tokyo’s famed Tsukiji wholesale seafood market. 83 years after its opening, Tsukiji fish market was closed on Oct. 6, 2018. Long-planned but controversial, the world’s largest fish market will be moved to a new 5 billion US dollar modern, enclosed structure. Tsukiji market will be razed in the coming months and replaced with a transit hub for buses during the Tokyo Olympics in 2020. Photo by @dguttenfelder on assignment in Tokyo for @natgeo.",4601,380285,"['fish', 'fish', 'animal source foods']"
230,230,https://scontent-sea1-1.cdninstagram.com/vp/1585e20668d7a0f9530dc92f25b85300/5C86C97D/t51.2885-15/e15/c135.0.810.810/s480x480/43357487_1943338249296033_5923944315399814552_n.jpg?ig_cache_key=MTg5MTQzNTQ2MTI0NDkzODM4OQ%3D%3D.2.c,"Photo by @simonnorfolkstudio | I was fortunate to travel to Socotra not just once, but twice. Here another two images of the astonishing white sand beach at Detwah Lagoon near Qalansia (or Qalansiyah). Socotra (Arabic: سُقُطْرَى Suquṭra), is an archipelago of four islands located in the Arabian Sea and territorially part of Yemen. The largest island, also known as Socotra, lies about 380km (240mi) south of the Arabian Peninsula and 240km (150mi) east of the Horn of Africa. It has been described as """"the most alien-looking place on Earth”. As a consequence of its isolation, the island is home to a high number of endemic species; up to a third of its plant life isn't found anywhere else on Earth. In the 1990s, a team of United Nations biologists conducted a survey of the archipelago’s flora and fauna and counted nearly 700 endemic species; only New Zealand, Hawaii, New Caledonia, and the Galápagos Islands have more. Follow @simonnorfolkstudio for updates, outtakes, unpublished and archive material. @simonnorfolkstudio @natgeo #Socotra  #landscape  #soqotra  #documentaryphotography  #simonnorfolkstudio  #simonnorfolk  words: @tribaleye #documentary  #reportage  #Yemen  #arabiansea  #photojournalism  #journalism  #arabianpeninsular  #arabia  #simonnorfolkstudio  #simonnorfolk  #worldheritage  #beach  #surf ",816,390680,
231,231,https://scontent-sea1-1.cdninstagram.com/vp/cee57ef2690ed4a6b60178292c5dab0b/5C6F564C/t51.2885-15/e35/c201.0.678.678a/s480x480/42934497_1116474045168989_3083886159737658917_n.jpg?ig_cache_key=MTg5MTM5OTI1MTU5OTk4ODQ2OA%3D%3D.2.c,"Photo by @CristinaMittermeier | Like ephemeral castles, icebergs float out to sea near the Antarctic Peninsula. In a few days, the Convention on the Conservation of Antarctic Marine Living Resources #CCAMLR  will meet to decide which areas of Antarctica should be protected. In the face of rapid climate change, maybe they should protect it all? On assignment for @NatGeo with @PaulNicklen and @CraigWelch. #follow  @CristinaMittermeier to see more images from this upcoming story.",789,360938,
232,232,https://scontent-sea1-1.cdninstagram.com/vp/598a93ec4c9b1e2d7a57d81b3c2dca26/5C79DB8A/t51.2885-15/e15/c181.0.718.718/s480x480/42978239_2231313093819049_495291074960976722_n.jpg?ig_cache_key=MTg5MTI1MzY2MzQ4MjExMTExOA%3D%3D.2.c,"Photo by @andreabruce | Winter in Kabul, Afghanistan, can be beautiful yet deathly cold, especially for the thousands of people displaced by war living in camps on the outskirts of the city, mostly from warmer areas of Afghanistan. Here, Ibrahim holds his youngest son outside a mud hut where he lives with his wife and 11 children. The same camp buried at least two children who died due to the freezing temperatures that week a few years ago. #afghanistan  #winter  @noorimages",1322,282174,
233,233,https://scontent-sea1-1.cdninstagram.com/vp/8a06d99467315406f199e4a9b9c941f1/5C6C34F5/t51.2885-15/e15/c181.0.717.717a/s480x480/42588020_530705794110784_1624896758220611843_n.jpg?ig_cache_key=MTg5MTEwMzAzMTYwNTUyMjAwNA%3D%3D.2.c,"Photo by @gerdludwig | Early morning along a riverbank on the Waiãpi reservation in the northeastern Brazilian Amazon, a couple performs the daily ritual of brushing their child's teeth using a toothbrush and river water. @thephotosociety #Brazil  #Amazon  #Waiãpi  #hygiene  #rainforest  #indigenous ",913,298738,
234,234,https://scontent-sea1-1.cdninstagram.com/vp/9d149f4503212af5eb0571d175252336/5C779A37/t51.2885-15/e15/c180.0.720.720/s480x480/42532379_524106921385863_8893649735419430843_n.jpg?ig_cache_key=MTg5MTAyNzQ0MzQyNzMzMDY5NQ%3D%3D.2.c,"Photo by @Jayaprakash_bojan | In 2017, this striking image of an orangutan surveying his environment from behind a tree in a river in Borneo, Indonesia, won grand prize in the 2017 National Geographic Nature Photographer of the Year Contest. Expert judges reviewed thousands of entries before selecting this powerful photograph. Have you taken a compelling image? Share it with us and join the 2018 National Geographic Photo Contest from October 15-November 15. We are looking for images that show us the world: its wildlife, people, and places. Learn more at ‪natgeo.com/photocontest‬ (link in bio).",6679,883036,"['fauna', 'mammal', 'wildlife', 'orangutan', 'primate', 'great ape', 'new world monkey', 'tree', 'organism', 'macaque']"
235,235,https://scontent-sea1-1.cdninstagram.com/vp/ad51c0d96fe989fe00ff6e4b9d11ef03/5BEED153/t51.2885-15/e15/c64.0.512.512/s480x480/43818240_297142287550655_4700549004033670634_n.jpg,"Video by @renan_ozturk | A message to earth. The most recent IPCC report just released about climate change is sobering to say the least. With current emissions we are on a crash course that will be felt across all ecosystems, communities and economies. Change is needed now. Let’s hope the imagery we create and share on this platform has some positive impact on #Turningthetide ",4383,592173,
236,236,https://scontent-sea1-1.cdninstagram.com/vp/72be267c5696bb40fadb1ac8859d4164/5BEF08ED/t51.2885-15/e15/43778253_2021162187905705_9165320389287575450_n.jpg,"Video by @TimLaman & @RussLaman | A spectacular misty morning flight over the rain forest of Gunung Palung National Park, West Kalimantan, Indonesia, one of the best remaining lowland rainforest sites in all of Borneo, and a refuge of Indonesia’s amazing biodiversity. Filmed back in July after a rainy night created the perfect misty conditions at dawn. I’m excited to be going back to Gunung Palung this week to follow up on my @NatGeo camera trapping project and see if we’ve gotten any unusual critters. Stay tuned in by following @TimLaman and I’ll be sharing some of the lesser-known rain forest animals of Borneo. #GunungPalung , #Kalimantan , #rainforest , #mist , #Borneo , #IndonesiaBiodiversity .",886,257410,
237,237,https://scontent-sea1-1.cdninstagram.com/vp/b781b8f8ff82335c2676e54cd953ed10/5BEF2DAC/t51.2885-15/e15/43740436_2056631524394109_5784249573647381711_n.jpg,"Wild_Life with @bertiegregory // The amount of effort that macaroni penguins must put in to give their chicks just a chance at survival is hard to comprehend. Giant waves, razor sharp rocks, mountain climbs and hungry seals are just a handful of the challenges these penguins must overcome each day to get just a single meal to their chick. // Check out the new season of Wild_Life at natgeo.com/wildlife.",3251,351005,
238,238,https://scontent-sea1-1.cdninstagram.com/vp/b30acaab42fe640096cbf291baf5c2f4/5C87E5D8/t51.2885-15/e35/c236.0.607.607/s480x480/42686463_543404639464237_2113460511951513526_n.jpg?ig_cache_key=MTg5MDY4NTY2NjMyMjIzNTYwOA%3D%3D.2.c,"Photo by @davidalanharvey | The surfing scene in the Outer Banks NC is super eclectic, with a few super surf stars and a lot of riders like Alejandra @ale_jandram who are simply learning to read the waves. Here the Atlantic has a sandy bottom and the best surf breaks move around just like the islands themselves, as opposed to solid reef breaks in other parts of the world. This means less world class surf, yet more break spots for everyone. This makes for a generally polite, everybody gets a wave crowd. Fall is just around the corner and that’s when we do get the rare yet sweet double overhead barrels. Wind and sea. My life elixir.",639,193526,"['beach', 'sea', 'body of water', 'vacation', 'fun', 'dog', 'sky', 'girl', 'shore', 'summer']"
239,239,https://scontent-sea1-1.cdninstagram.com/vp/babcdcc48e808d2a77deab173be2032a/5C65B280/t51.2885-15/e15/c180.0.720.720/s480x480/43253427_1572550029511190_764219106677323081_n.jpg?ig_cache_key=MTg5MDU3NDE1MDg0MzgxMTYwNA%3D%3D.2.c,"Photo by @tasneemalsultan | Photo taken during the basketball tournament for women in Jeddah, which was the second time Saudi women were allowed to enter a sports stadium in the country. The event was segregated, and no men were allowed to enter. #basketball  #jeddah  #saudiarabia  #doodleforacause  #women  #womenempowerment ",1148,190964,"['basketball player', 'sport venue', 'sports', 'team sport', 'basketball', 'team', 'basketball moves', 'tournament', 'ball game', 'player']"
240,240,https://scontent-sea1-1.cdninstagram.com/vp/8d58016a41f7629c93654aa3b5395445/5C636E3D/t51.2885-15/e15/s480x480/43097870_2048772168532566_1679466886042506474_n.jpg?ig_cache_key=MTg5MDQ5OTA3Njg4NjMyMzE4NQ%3D%3D.2,Photo by @dguttenfelder | Lions walk together along a winding dirt trail on the floor of Tanzania’s Ngorongoro crater. #onassignment  for @natgeoexpeditions,2020,714532,"['wildlife', 'ecosystem', 'grassland', 'savanna', 'wilderness', 'lion', 'safari', 'ecoregion', 'steppe', 'national park']"
241,241,https://scontent-sea1-1.cdninstagram.com/vp/ee623273c850e17066ae729e28eb2403/5C6D975F/t51.2885-15/e15/s480x480/43664652_276316016321480_6234386508112932772_n.jpg?ig_cache_key=MTg5MDQwODAyODU2MjQzNDkyNQ%3D%3D.2,"Photo by @markosian | In a tiny village in the Itum Kale region, siblings play before dinner. The southernmost district of Chechnya was bombed to ruins during the two Chechen wars, and has since been carefully rebuilt. #chechnya ",591,265723,"['lighting', 'girl', 'child', 'fun', 'recreation', 'darkness', 'toddler', 'product']"
242,242,https://scontent-sea1-1.cdninstagram.com/vp/70fa1a38417d40501f3fafb6d399b48b/5C79D686/t51.2885-15/e15/c182.0.716.716/s480x480/43550092_335956373823518_4353733846070949390_n.jpg?ig_cache_key=MTg5MDMzNTQ5ODExNTk4OTk4MQ%3D%3D.2.c,"Photo by Robbie Shone @shonephoto | In Ittoqqortoormiit we sat down to discuss options for sailing on with the boat. We had maps of Wegener Halvø peninsula, up-to-date satellite images showing the sea-ice extent and nautical charts with limited soundings. The satellite images showed that accessing the fjords around the peninsula was impossible because of the sea ice. In addition the nautical charts showed that there was limited information, meaning the true nature of the depth and terrain of the fjord was still rather a mystery. Onward travel to Wegener Halvø peninsula by boat seemed highly unlikely at this point. We had to look at other options... @greenland_caves #EAGRE18 ",229,147079,"['boat', 'water', 'vehicle', 'boating', 'recreation', 'fishing', 'vacation', 'fun']"
243,243,https://scontent-sea1-1.cdninstagram.com/vp/5fcd881ecac8cb09f71c73de3f348898/5C78E54F/t51.2885-15/e35/c181.0.718.718/s480x480/42742279_247833832744317_3490034186508136343_n.jpg?ig_cache_key=MTg5MDI2MDE2OTc4NDIxNjQ3Mw%3D%3D.2.c,Photo by Robbie Shone @shonephoto | We arrived in the colourful village of Ittoqqortoormiit in East Greenland late on the evening of the 3rd August and spent five days there as we waited for a good weather/sea ice opportunity to continue further north. During the ‘night’ of our second evening we were all woken up by a loud fog horn. It was from the supply tanker that comes in only twice a year. This was the first time it had arrived this year; the last time being at the end of September last year. The village came alive as for two days the residents were busy with the containers that were being ferried back and forth between the ship and land. @greenland_caves #EAGRE18 ,495,332701,"['loch', 'sea', 'sky', 'port', 'coast', 'bay', 'coastal and oceanic landforms', 'fjord', 'dock', 'marina']"
244,244,https://scontent-sea1-1.cdninstagram.com/vp/b19dda695abf4f23f6db4035ca9be514/5C872546/t51.2885-15/e35/c0.134.1080.1080a/s480x480/43403359_184811249078144_1342747591180740648_n.jpg?ig_cache_key=MTg5MDExNjc5NTAzNTAxNzAyNA%3D%3D.2.c,"Photo by @hammond_robin for @whereloveisillegal | “There was a time in my life that I thought I was the only person of my kind on Earth, was very lonely, emotionally traumatized and looking for people I can relate to.” Effery is a transgender woman from Ghana. She feels it would be unsafe for her to be open about her gender identity: “When I'm outside the house I have to pretend I'm the boss. I need to walk more masculine, not very feminine, like the way I feel when I'm in the house. And the way I talk too sometimes when I'm out, I have to be very careful because when you start talking and you start being all fabulous and all gay, they'll raise eyebrows. So when I'm out there and I'm talking I need to talk straight. I need to act straight.” // Where Love is Illegal traveled to Kenya, Mozambique and Ghana with the support of Elton John AIDS Foundation (@ejaf) to continue our work sharing LGBTQI+ stories of survival and to raise awareness of the impacts of stigma. Around the world, grants made by the Elton John AIDS Foundation make possible the work of countless community-rooted organizations that touch the lives of millions every day. For more information, and to join the fight, visit www.ejaf.org // This is a @witness_change project. For more stories of survival follow @WhereLoveIsIllegal",1941,220650,"['barechestedness', 'muscle', 'chest', 'headgear', 'back']"
245,245,https://scontent-sea1-1.cdninstagram.com/vp/b93cdfb97024b2437a808c21c65c37f3/5C76CD2F/t51.2885-15/e15/c180.0.720.720/s480x480/43180288_316534135745674_2708807278158288725_n.jpg?ig_cache_key=MTg5MDAwMDc1NjA0MDM1NjA2Mw%3D%3D.2.c,"Photo by Stephen Alvarez @salvarezphoto | A long extinct Steppe Bison painted on the ceiling of Altamira Cave, Spain. The cave of Altamira was reported in 1880 by Don Marcelino Sanz de Sautuola. It was the first paleolithic art cave to be identified. The cave was first greeted with amazement but the discovery soon deteriorated into deep controversy that followed Marcelino Sanz de Salutoula to his grave. In the 1880s it was thought that prehistoric humans lacked the capacity for abstract thought. Paintings like this could not have possibly been made by Ice Age people. It was not until other paleolithic art caves were discovered in France that Altamira was accepted as genuine. Archaeological deposits in the cave place human occupation between the Upper Solutrean and Lower Magdalenian eras (18,500-14,000 BCE). Uranium/Thorium dating of calcite deposits on top of some of the artworks place the works within the Aurignacian and Solutrean periods (36,000-22,000 BCE). This U-T dating suggests that Altamira was painted over a period of more than 10,000 years. To see more follow me, @salvarezphoto and my nonprofit @ancientartarchive.",770,279709,"['cave', 'formation', 'painting', 'art', 'organism', 'rock', 'wood', 'geology', 'visual arts', 'stock photography']"
246,246,https://scontent-sea1-1.cdninstagram.com/vp/e79a022a12447fd83278c068ea9dc1c0/5C7CD805/t51.2885-15/e15/c0.133.1080.1080/s480x480/43778973_1961266407514555_6168077759335258028_n.jpg?ig_cache_key=MTg4OTkyNTIxNjgyNzk0MDE4OQ%3D%3D.2.c,"Photo by @laurentballesta | The first time was in 2010. I will never forget this under water canyon and the pleasure of this « negative ascent » at -120m (360ft)… although it lasted less than 3 minutes. We had to be quick, first not to drift, but also because I simply like it: the pressure does not crush me, it embraces me. But how could one believe that this planet is only 3 minutes from ours. You’d like to know where it’s located ? I let you guess. A clue : I went there thanks to Peter Timm, now gone, for a face to face with a living legend, a mythical fish, locally named Gombessa. Did you guess ?!… The answer on @laurentballesta. La première fois, c’était en 2010. Je n’oublierai jamais ce canyon sous-marin et le plaisir de cette « ascension négative » à -120 m de fond… Pourtant, elle a duré moins de 3 minutes. Il faut faire vite, d’abord pour ne pas dériver, mais aussi parce que j’aime ça tout simplement : la pression ne m’écrase pas, elle m’enlace. C’est difficile de croire que cette autre planète n’est qu’à 3 minutes de la nôtre. Vous voulez savoir où elle se trouve ? Je vous laisse deviner. Un indice : j’y suis allé grâce à Peter Timm, aujourd’hui disparu, pour un face-à-face avec une légende vivante, un poisson mythique, appelé localement Gombessa. Alors, vous avez trouvé ?!… La réponse sur @laurentballesta #marinewildlife  #underwaderart  #uwphotography  #wildlifephotography  #worldfirst  #artbook  #artphotography  #expeditionsgombessa ",1739,628847,"['sea', 'water', 'ocean', 'sky', 'calm', 'underwater', 'atmosphere', 'marine biology', 'horizon', 'wind wave']"
247,247,https://scontent-sea1-1.cdninstagram.com/vp/36df412faca37af4aa58681744ab4549/5C7ED43F/t51.2885-15/e15/c180.0.720.720/s480x480/42533686_256507651880473_3785674932106874606_n.jpg?ig_cache_key=MTg4OTg0OTM4NjQwMjMzMjgxMg%3D%3D.2.c,"Photo by @Joelsartore | Meet the tanuki, also known as a raccoon dog. This species is usually brown and black, however, this tanuki who lives at @okczoo is leucistic, meaning it lacks color. In the mid-20th century, the fur-farming industry introduced a few thousand raccoon dogs to European parts of the Soviet Union and they have since thrived in northern and eastern Europe. Although their population is stable, they are still hunted for their fur in some areas. In Japan, numerous myths and legends surround the tanuki; folklore holds that the species are tricksters and shapeshifters, but not malicious. #photoark  #tanuki ",2897,454924,"['dog like mammal', 'volpino italiano', 'dog breed group', 'german spitz klein', 'arctic fox', 'dog breed', 'fox', 'german spitz mittel', 'german spitz', 'fur']"
248,248,https://scontent-sea1-1.cdninstagram.com/vp/d7d8416cb71d5efa67c68e224de70c54/5C67FA74/t51.2885-15/e15/c0.2.1080.1080a/s480x480/42611078_109787526608246_2266399209916392700_n.jpg?ig_cache_key=MTg4OTc3Mzg0NTIyNzE1OTE2MQ%3D%3D.2.c,"Photo by @renaeffendiphoto | Uzbek street vendor on Suleyman mountain in Osh (Ferghana valley) Kyrgyzstan. Replacing natural teeth with gold implants or caps was once a status symbol in Uzbekistan and other countries of Central Asia. For generations people went to goldsmiths to replace their teeth with gold in case of decay or other problems, but sometimes healthy teeth were pulled out and replaced with gold for prestige. However, the younger generation no longer follows this tradition. Please #followme  @renaeffendiphoto for more stories about cultures around the globe. #tradition  #culture  #smile  #gold  #uzbekistan  #kyrgyzstan ",2378,257819,"['facial expression', 'person', 'smile', 'eyebrow', 'chin', 'black hair', 'girl', 'wrinkle']"
249,249,https://scontent-sea1-1.cdninstagram.com/vp/36470b91bdba15508c016fbc51942141/5C752F3C/t51.2885-15/sh0.08/e35/s750x750/43198337_338331626731214_3820236215429414780_n.jpg?ig_cache_key=MTg4OTY5ODQ4MjUyNTExODUzMQ%3D%3D.2,"Photo by Matthieu Paley @paleyphoto | My two sons explore the edge of the Taklamakan desert, in Xinjiang province, China. About 85% of this desert is made up of shifting sand dunes and recent atmospheric studies have shown that dust originating from the Taklamakan is blown over the Pacific and contributes to cloud formation over the Western United States. The Uyghur origin of the name ""Taklamakan"" is commonly interpreted as ""once you get in, you'll never get out""... To explore other parts of the world, visit @paleyphoto #dustdetective  #desertsoftheworld  #taklamakan  #sanddunes  #uyghur  #xinjiang ",701,358444,"['desert', 'erg', 'singing sand', 'aeolian landform', 'sahara', 'dune', 'sand', 'sky', 'landscape', 'ecoregion']"
250,250,https://scontent-sea1-1.cdninstagram.com/vp/4eeff0d35fbbac048d0e56784852a562/5C79E5C5/t51.2885-15/sh0.08/e35/s750x750/42464344_322133891923794_8323022696795303421_n.jpg?ig_cache_key=MTg4OTU3Nzg1MjYzMDg5MTQ0Ng%3D%3D.2,"Photo by @paolowoods | A dragon's blood tree (Dracaena cinnabari) at sunset near Fermin in the mountains of Socotra. The dragon’s blood tree is a strange-looking, umbrella-shaped tree that is only found in Socotra. Its red sap was the dragon's blood of the ancients, sought after as a medicine and a dye. Socotra is a small island in the Indian Ocean that is part of Yemen. It is far from the main land (about 350 Km) and that has contributed to its historic and biological isolation over the years resulting in an amazing endemic fauna and flora. Surveys have revealed that more than a third of the 800 or so plant species of Socotra are found nowhere else. It has been till recently a Yemeni military base, were access was very restricted, and this has contributed to preserve it from any kind of mass tourism. But the immense beauty of the mountainous landscape, the stunning variety of the underwater life, the pristine beaches and uniqueness of its flora are making it a sought-after ecotourism destination. #socotra  #tree  #yemen ",1210,505449,"['rock', 'water', 'geology', 'formation', 'bedrock', 'escarpment', 'outcrop', 'landscape', 'tree', 'fault']"
