,date,author,quote,comment
3444,October 2014,driver100,"dino001 said:
The cooloff period may be a Canadian thing. I don't believe Florida has such a thing.","We all knew you would get it done.  Great work.  One down, one to go!  Good luck stick."
3445,October 2014,mako1a,No Quote,@driver100:
3446,October 2014,driver100,"stever said:
show previous quotes

I don't think so unless the salesperson was going door to door like a Kirby salesperson and initially sold you the car that way. There was some concern years ago about tent sales and buyers backing out because they didn't buy the car at the dealers. Then it was determined (by a court I suppose) that the tent or parking lot sale was simply an extension of the dealer. Plenty of dealers made potential buyers do the deal at the store though, and probably still do.

And in the US, for the few things that do trigger a cooling off period, that period is three days.

Source? Just skimming posts here for a decade plus. Lots of AG sites talk about this though, like Georgia's.

There's probably some exceptions - NJ gives you a day to review lease contracts and California has something about used cars I think.","Driver, from what I understand, you have a contract with a dealer to buy a 2015 Mercedes E400 Sedan with certain options and a specific cash value trade allowance for your 2012 BMW 535ix.  What I would suggest is that you have your dealership update the contract to include the VIN number (which we know they have by now) and an approximate delivery date.  That way, you have a contract for a specic car which makes it a more precise contract."
3447,October 2014,oldfarmer50,"stickguy said:
for those following my saga, I know only have 1 car of my own (2 in family counting my wife's). The TL has moved on to a new home.

as I suspected, when someone finally came to look, they would realize it was better than the usual crap in the price range, and pull out a bunch of Benjamins and take it home with them. And that is what happened.

relieved to have trimmed the fleet. Now, if someone does show up and wants the Volvo, I could be down to none. And we all know what that means.",You are going to love that Oitback with all those goodies.  Nice surprise that the car is in.  Should be an exciting weekend for you and the family.  ENJOY!
3448,October 2014,tyguy,No Quote,"I am sure your wife doesn't mind ""thinking about a new car,"" but may not appreciate if you put those dangerous ""thoughts"" into action!"
3449,October 2014,abacomike,"tyguy said:
When I ordered my 2015 Outback in August the dealer estimated an early October delivery. With today being October I decided to ring Subaru and see if a VIN had been assigned, and the service rep gave me a surprise with an estimated delivery date of October 3. Wahoo! I certainly wasn't expecting delivery this week given the delays with Eyesight equipped models. So, I called my friendly salesman to check in and remind him I don't want the front bumper drilled for a license plate nor any dealer badging attached. He assured me he remembered my instructions, and then casually mentioned that, ""oh, by the way, your car was delivered today. I was literally looking up your phone number when you called so I could let you know."" Edit: wow, that's odd. Edmunds cut off half my message. At any rate, we pick up the new ride Friday after clear bra is installed tomorrow. I'll post more later.",
3450,October 2014,nyccarguy,No Quote,imidazol97 Resist the itch and wait for the Cadillac CT6.
3451,October 2014,graphicguy,"mako1a said:
Sales story (if you count TVs and Tractors.

First the Plasma crapped out on Sunday, after 8 1/2 years of flawless performance, so we took it to the dump and got a new Vizio 60 inch LED. (should have kept the Toshiba speakers as they were good). Now I need surround sound to make up for the poor Vizio speakers. Then today we had a new dish and receiver with HD installed which we like a lot.
Then I called on a tractor I've been bidding on for a while on ebay which expired (reserve not met). We agreed on a price including delivery from NC. When he got here I said I need more room in the garage since the tractor has a blade on front so he agreed to take my Polaris quad in trade along with $5.450 cash. Now the roll bar hits the garage door so I have to get a portable welding guy to shorten the bar about 3 inches. It's in the garage, but I'm afraid to back it out as going in just pushed the door up and backing out will tear the door out of the tracks. Oh well...you'll have that.","By the way, what's with all these blue colors on vehicles posted here. Is blue the new red? I saw a blue Ford F-150 XLT yesterday and that was a stunner. And Ford built tough too; I wonder if the new aluminium aluminum truck will be as tough."
3452,October 2014,stickguy,"mako1a said:
So if I were to trade the 2013 Mustang for a 2015, just before leaving the lot I take out my spare key and move the old spare into the new car. My guess is the sales guy would be looking out the window and letting it happen just to get me over the curb.","That is the problem with dealerships who do not have an employee working on nothing but end-of-lease term customers.  I had a salesman who did nothing but contact customers 120/90/60/30 days prior to the termination of their leases.  Thus, every 30 days, a follow-up call was made beginning 4 months prior to lease term end."
3453,October 2014,stever,No Quote,It was that salesman's responsibility to continually follow up. 
3454,October 2014,driver100,No Quote,I am flabbergasted that a dealership would not cultivate potential car sales.
3455,October 2014,driver100,"oldfarmer50 said:
show previous quotes

























When E10 first came out I swear there was a conspiracy between government and the news media to suppress the bad effects on small engines. As a result I replaced numerous carburetors at no small expense. It wasn't until much later I figured out the truth.

Based on that track record I'd tend to believe the most hysterical interpretation.",@driver100‌
3456,October 2014,driver100,"ab348 said:
Well, made the last payment on the lease of the Regal Turbo yesterday. Also happened to be at the dealer while they replaced some moldings under warranty.

Still not a peep out of them either there or otherwise about anything related to replacing it. Bizarre.","I was at my dealership today and decided to test drive a 2014 E550 with the same options as I ordered on the 2015 E400.  To be quite honest, I found that there is a significant difference in the way the E handled and my CLS handled.  The CLS is much more rigid, much lower in stance and in the interior, and more luxurious.  But, The E was a bit stiffer in the seating and much roomier than the CLS.  Both cars weigh within 100 pounds of each other.  Visibility is also much better in the E."
3457,October 2014,oldfarmer50,"imidazol97 said:
10.7 seconds in the quarter and 2.9 sec to 60. Wouldn't that Hellcat be better?

And the rumor is that they backed off the throttle in the quarter mile run so the car, possibly, can
be even faster in the quarter mile.

Not sure why I'd need that speed. I 'd be almost to Kroger by the time I could get on the brakes.
Wonder how it will be on wet or icy roads? How about 4 inches of snow?","I am beginning to have second thoughts about buying the 2015 E400.  They expect it to be delivered to the dealership in 7-10 days, or sooner.  Once they get the car in, I'll go up there and test drive it with the new bi-turbo V6.  I'll decide then whether or not to get it."
3458,October 2014,imidazol97,"oldfarmer50 said:

You'd drive a car like that in the snow?","My CLS has 8200 miles on it and is just now breaking in.  If I decide to keep the CLS, I will have to do the A Service on it in a few weeks.  "
3459,October 2014,stickguy,No Quote,I'm just not sure at this point if I am doing the right thing for me.
3460,October 2014,ab348,"driver100 said:

So, what's the deal? Did you buy the Regal at the end of the lease? How many miles? Did you get an extended warranty? Did you do the right thing by leasing rather than buying? It is strange that the dealer didn't try to talk you into a new one.","That is the problem with dealerships who do not have an employee working on nothing but end-of-lease term customers.  I had a salesman who did nothing but contact customers 120/90/60/30 days prior to the termination of their leases.  Thus, every 30 days, a follow-up call was made beginning 4 months prior to lease term end."
3461,October 2014,driver100,"ab348 said:
show previous quotes



I haven't done anything yet. The lease technically is over at the end of October. Presumably sometime over the next month someone from this dealer will finally contact me to either buy the car or return it. Though it would not surprise me if I never heard from them until something occurs to them in November or beyond.

Unless something changes, I expect to buy it. I like the car and I have a very good residual number. No idea about what an extended warranty would cost. Full warranty will continue for a bit after the end of the lease and powertrain warranty goes another year beyond that.",It was that salesman's responsibility to continually follow up. 
3462,October 2014,abacomike,No Quote,I am flabbergasted that a dealership would not cultivate potential car sales.
3463,October 2014,houdini1,"abacomike said:
show previous quotes",@houdini‌ said:
3464,October 2014,abacomike,No Quote,"""Every time I see the word flabbergasted used I remember one of those funny definitions that I once heard for it: ""The feeling a fat person gets when he looks in the mirror."""
3465,October 2014,jayrider,No Quote,"I would think ""blubbergasted"" would be more identifiable with that feeliing!  "
3466,October 2014,driver100,"sterlingdog said:
show previous quotes


That's why I bought the 2014 F150. I was told by the dealer that Ford Tough won't be as tough with the new materials. While that could have been a sales pitch to sell a 2014, I was inclined to agree. BTW, my convertible that I traded for the Ruby Red truck was a bright blue. Both the blue and Ruby Red make pretty cars.

Richard",@jayrider said:
3467,October 2014,sterlingdog,"ab348 said:
show previous quotes



I haven't done anything yet. The lease technically is over at the end of October. Presumably sometime over the next month someone from this dealer will finally contact me to either buy the car or return it. Though it would not surprise me if I never heard from them until something occurs to them in November or beyond.

Unless something changes, I expect to buy it. I like the car and I have a very good residual number. No idea about what an extended warranty would cost. Full warranty will continue for a bit after the end of the lease and powertrain warranty goes another year beyond that.","""Talking about salesmanship -- I've been getting recorded messages from someone with an Indian/Pakastani accent telling me I am about to be brought up on charges in Federal Court. If I call him back, he will help me out of this dire situation."""
3468,October 2014,driver100,"sterlingdog said:
show previous quotes










More solid? Sounds like a bunch of propaganda to me. The biggest argument was that it wouldn't be as solid. I'm afraid that I'll need more proof on that. As for better vision, I can't imagine. My 2014 is absolutely great in that category due in part to the large windows. When the 2015s arrive in January, I'll be anxious to see the changes.

Richard","Next time he calls, tell him you are the father of the person he is trying to reach and inform him that he is too late - and that your son is in jail because he was found guilty in federal court last week.  Ask him if there is anything he can do to get your son out of jail?  "
3469,October 2014,tyguy,No Quote,@tyguy said:
3470,October 2014,driver100,"ab348 said:
show previous quotes





I really don't have a dog in this fight.","""Got it!"""
3471,October 2014,fezo,No Quote,"Tyguy, your outstanding compilation of the ""play-by-play"" activities as you acquired your new Outback was so good I actually thought I was there with you and your family to pick up the new family addition and was with you in the finance department when you found those price discrepancies (they tried to pull a fast one there, me thinks).  You certainly know how to describe your experiences - and enjoyed reading about them."
3472,October 2014,driver100,"tyguy said:
Got it!

Thursday we had the dealership install a clear bra on our 2015 Outback
I

Yesterday I spent the day applying two coats of Scotchgard to the fabric, washing and prepping the paint, and then applying a paint coating to the paint, plastic, glass, and painted aluminum wheels. The Outback has sat in the garage since then, allowing the paint coating to cure before we expose it to real life.
.",My sincere congratulations to you and your family and I wish you the best of luck with it.
3473,October 2014,abacomike,No Quote,"I was particularly upset over the fact that you specifically told them not to drill holes in the front bumper.  At least it is plastic and won't rust.  They should repair that for you - it's the salesman's fault for not seeing to your wishes.  They should just REPLACE the front bumper.  If they had done that to my car, I would have let them ""eat"" it.  But as you said, you would have to wait several months.  But I would certainly ask them to replace the front bumper."
3474,October 2014,oldfarmer50,No Quote,Enjoy!
3475,October 2014,driver100,"sterlingdog said:
show previous quotes



















A truck with the twin wheels in the rear is called a ""Dooley"" in the South. They have a purpose in horse country. They are used here to pull those long horse trailers to competitions. I have a friend who uses his ""Dooley"" between here and his horse farm in Galax, Virginia. It is an absolute monster of a truck. Before they built the first horse stable, they often slept in the ""Dooley"" and were very comfortable. After the second stable, they finally built a nice house. He's on his third ""Dooley"" and loves it. When he is pulling a horse trailer through the Virginia mountains, he's getting about 7 MPG! I made one of those ""Dooley""/trailer mountain trips with him. It was a little unnerving on some of the curves.

Richard",@oldfarmer50‌ said:
3476,October 2014,robr2,"driver100 said:


Thanks for the explanation...I have seen ""Dooleys"" pulling horse trailers quite often. I get that they are stronger and can carry more weight, but, they are really wide. Shouldn't they be called ""Duelly's""?","""I wonder, do dealers have a generic high pressure marketing plan that they just plug in for all leads regardless of what need the customer requests?"""
3477,October 2014,Michaell,"robr2 said:
show previous quotes




It's dually.","OF, I believe it is up to the Internet sales manager, not necessarily the dealerships.  Each dealership is different and dealership management is, of course, unique to the dealership environment.  Let me explain further."
3478,October 2014,oldfarmer50,"fezo said:
On Ford engines. The great irony is that my Mazda has the Duratech engine the Windstall was supposed to get but since they weren't quite ready they put in the old 3.8s in early ones. At first I thought ""great - a free option."" If I only knew...

The Duratech is great on admittedly a much smaller vehicle.","At the dealership I helped manage, the Internet department was under the supervision of a separate manager who reported directly to the General Manager.  His marching orders were to get customers into the dealership, no matter what it took to accomplish that.  Once in the dealership, the manager assigned one of my salesmen to that customer.  I had no involvement in those deals because the Internet manager ""desked"" his own deals."
3479,October 2014,driver100,"robr2 said:
show previous quotes




It's dually.","I refused to take that job when I first started there because all those deals were near or at invoice - so there was little or no chance to make a decent salary, both for the manager or the salesmen.  I did not like that department because it operated much like a ""sweat shop"" with most of the contact with customers was in the form of emails and phone calls."
3480,October 2014,sterlingdog,"ab348 said:
When are you going to post some pictures? All we have seen are facsimiles so far unless I missed it.","That line ""come on down"" or similar words was always used.  Our internet department did 10% of our monthly sales - but their CSI (customer satisfaction index) was awful and brought the entire dealership down."
3481,October 2014,oldfarmer50,No Quote,"Like I said, I didn't like that department because it was cut throat and more like a carnival barker trying to get patrons inside the ""tent!"""
3482,October 2014,sterlingdog,"robr2 said:
show previous quotes




It's dually.",FOLLOW-UP
3483,October 2014,abacomike,No Quote,"I have always purchased my MB vehicles from a dealer that is about 18 miles north of where I live.  There is a dealer about 2 miles from me which is owned by the same corporation.  I have tried unsuccessfully to buy a car at my local dealer, but to no avail."
3484,October 2014,driver100,"oldfarmer50 said:
I may have a stalker.



I'm the last guy you want to try the hard sell with.

I wonder, do dealers have a generic high pressure marketing plan that they just plug in for all leads regardless of what need the customer requests? I know some of our sales people have commented on how frustrating internet leads are to them and the low percentage that convert to actual sales.","This past April, I was introduced to the GM of the local dealership through a mutual friend of ours.  He asked me why I travel so far to buy my cars when his dealership is in my neighborhood.  I told him why and he assured me he would meet or beat the price of my current dealership.  So I told him I would give him a shot on my next car."
3485,October 2014,stever,"sterlingdog said:
blockquote>Not the Dillards-Dooley lyrics or the Irish name of Dooley.","About two months ago, I called him and I went in and met with one of his top salesmen.  After about 10 minutes, I asked if he had any info on the new MB E400.  He said he didn't, but that he would call me as soon as he had the ordering info."
3486,October 2014,imidazol97,"sterlingdog said:
Edmunds would be down for at least six months.

I just had a thought. I'll email some to Imid and he can post them.","That next week is when my dealer asked me to give him the specs on a new E400 and he gave me a copy of his ordering guide.  To make a long story shorter, I called this other guy at my local dealership and he said he still had no info.  That's when I decided I would continue doing business with my current dealership."
3487,October 2014,tyguy,"sterlingdog said:

Congratulations on the beautiful new purchase. I do like that particular white color. I've seen it on the Cadillac and it's a real beauty. Don't let the bumper situation dampen your spirits. The nice plate frame will make it all good. I agree with Mike; the salesman screwed up---and you even reminded him as I recall. Survey should indicate that mishap.",That salesman never called me back even though he knew his GM wanted me to buy from his dealership.  So I ordered the car.
3488,October 2014,tyguy,"nyccarguy said:
@tyguy‌

Congrats on your new Outback. 1 week in and I'm still loving my 2015 Legacy. What is the 3M Scotchguard? Do I buy it online or at the local auto parts store? How does it work? (Spray and wipe, or spay and let it soak in so to speak)","This morning I was in my local dealer for a car wash (all the MB dealerships owned by AutoNation wash all Mercedes cars, no matter which dealership it was bought from).  I saw the salesman as I was talking with a manager there.  The salesman said he still had no info on the 2015 E400.  I laughed out loud at him and told him my new E400 was at the port awaiting transportation to my regular dealer and that I had ordered it 2 months ago."
3489,October 2014,snakeweasel,"imidazol97 said:
show previous quotes


This has a long cord that reaches from the cigarette lighter inside well past the rear wheel. The only downside is that the pump has to be started first and then I have to screw on the hose to the tire valve stem. It does not have enough ooomph (that's oooumph in Canadian ) to start up against the air pressure from the tire. But it's light weighing only a few pounds to carry in the trunk with jumper cables and my AAA card.

http://www.harborfreight.com/12v-100-psi-high-volume-air-compressor-61788.html",The guy was obviously a loser - he never checked with his GM for info on ordering.  That is how so many salesmen lose business for a dealership - they either never follow-up or they follow-up so much they turn their potential buyers off!
3490,October 2014,roadburner,No Quote,
3491,October 2014,abacomike,No Quote,@driver100 said:
3492,October 2014,oldfarmer50,"driver100 said:
show previous quotes






Just out of curiosity OF....have you taken a Mustang out for a spin? That might persuade you one way or the other if it is the car for you. Or, do you want the dream to continue.....and possibly keep you up at night. Sometimes the dream is better than the reality.

I met my friend for coffee today and I was surprised he was driving his Audi A4 R/S car and not his Maserati. He said the weather forecast called for rain, and he has no traction in rain in the Mas....it just hydroplanes.

Meanwhile, the A4 does it all, carries 4 people comfortably, has a lot of power, fun to drive, looks great.......if it was me, I would say the Maserati is more trouble than it is worth.","""I am sure the salesman could check on my car, but, I think they don't want to start doing that."""
3493,October 2014,roadburner,No Quote,"I am sure your car is at the port of entry, driver.  Yesterday, I found out that they are holding the 2015's at the port as they are still delivering 2014's.  Once the 2014's have cleared the port, they will release the 2015's.  My dealer does not know the date yet. "
3494,October 2014,venture,"roadburner said:
Coming soon- more news once the media embargo is lifted...
-

-",I assume the same will be the case in Canada.  The port is a 7 hour drive straight down I-95 to my dealer.  We shall see.
3495,October 2014,oldfarmer50,No Quote,"For the Ford guys among us, here is Motor Trend's review of the 2015 Ford F-150. Nice vehicle but for me too much black in the snout. Enjoy!"
3496,October 2014,qbrozen,No Quote,http://www.motortrend.com/roadtests/trucks/1409_2015_ford_f_150_first_drive/?eml=964051&sp_rid=4297980
3497,October 2014,Michaell,"oldfarmer50 said:
""...You really have to take the Mustang out for a test drive to see if your dreams are for real or imagined...""

Oh undoubtedly. I have driven a Mustang, sort of. I rented a 2005 6 cyl when they first came out and, as you said, I was underwhelmed. I'm hoping the GT will be something else.

Might not be a bad idea to test a Camaro just for comparison.",
3498,October 2014,bwia,No Quote,Maybe Ford wants it to be a truck driven by people who want a work truck. You know by people who are more likely to be parking it at a construction zone or out on the field and not at wally world. 
3499,October 2014,jayrider,"nyccarguy said:
@tyguy‌

No lever on the inside of the trunk. I'm used to having a small handle on the inside of the trunk to close it. Now I've got to put my hands on the car's dirty trunk to close it.

Check under the trunk lid -- there may be recessed handles that allow you to pull the door down without touching the outside.",Maybe Ford wants it to be a truck driven by people who want a work truck. You know by people who are more likely to be parking it at a construction zone or out on the field and not at wally world. 
3500,October 2014,bwia,No Quote,@Kirstie_H‌:
3501,October 2014,fezo,No Quote,We all thought you ceased to exist!  Thank goodness you are alive and well - we all missed you.  
3502,October 2014,driver100,"abacomike said:
@driver100 said:
""I am sure the salesman could check on my car, but, I think they don't want to start doing that.""
I am sure your car is at the port of entry, driver.  Yesterday, I found out that they are holding the 2015's at the port as they are still delivering 2014's.  Once the 2014's have cleared the port, they will release the 2015's.  My dealer does not know the date yet. 
I assume the same will be the case in Canada.  The port is a 7 hour drive straight down I-95 to my dealer.  We shall see.",Good to hear from you Kirstie!  Stay in touch.
3503,October 2014,nelsonf,No Quote,@driver‌
3504,October 2014,roadburner,No Quote,"""The only thing I can think of is the car was designed for Europe. It has a lot of room and bulk over there, yet is smaller than a full size SUV, so Europeans who want an SUV can get something a little smaller."""
3505,October 2014,driver100,"stickguy said:
that isn't a flip up. It is fixed in place.

Mazda is doing the same thing. not sure if they just want the look of an ipad stuck on the dash, or plan to someday eliminate the screen and just put a docking station in so you can plug in your own.","I disagree, driver.  Europeans are more into cars, smaller engines, and less weight.  North Americans are more into SUV's and the like, along with trucks (pick-ups) and larger cars."
3506,October 2014,driver100,"nelsonf said:
I remember Top Gear did a segment on the X6. They said it wasn't a good SUV, because of the lack of room in the back, or a good car, too top heavy, and the AWD system stunk.

It's actually a pretty big vehicle up close. Not really sure what its purpose is.

I guess it was a solution looking for a problem.

Nelson","Remember that gasoline is quite costly in Europe and the populous is more into high mileage small cars.  We are not as addicted to economy cars as they are.  Once the price of gasoline drops, like it is now, the less we insist on higher mileage vehicles.  Americans have short memories when it comes to the high prices of fuel - like what is happening now.  Here, it's the government that mandates minimum fuel economy requirements, not the buyer's wallet."
3507,October 2014,stickguy,No Quote,@driver100‌ ;
3508,October 2014,stickguy,No Quote,"""They want status, power and the ability to thumb their noses at practicality. Frankly, this is why the strictly suburban SUV was so successful in the first place, and why the X6 will continue to sell well in the States. It’s a statement on the behalf of the owner, who has clearly paid far too much for far too little."""
3509,October 2014,ab348,No Quote,"I guess you could say that about many vehicles purchased by North Americans.  We do not usually buy cars for practical and/or basic transportation like most (not all) Europeans do.  We buy cars that perform well, look good, handle well, are roomy enough for a family, and possess unbelievable amounts/levels of complex technologies and safety features.  There are even cars and SUV's that come equipped with their own internal WiFi capabilities - good grief."
3510,October 2014,stickguy,No Quote,"There is a point at which even I draw a line when it comes to things like WiFi or Internet access through your car's satellite connections.  If you have a smart phone, you already have that capability."
3511,October 2014,abacomike,No Quote,"Car manufacturers continue to add more and more wizardry to their vehicles which, of course, adds more market attractiveness to their products.  Since the looks oand styling of cars stays somewhat constant for 4-5 years, they need to come up with new and varied reasons to buy next year's model even though it hasn't changed much from this year's model - right?"
3512,October 2014,driver100,"ab348 said:
Well, I finally heard something about the lease ending on the Regal, though not in the way I expected.

While I suspect I will buy the car, I was expecting to hear something from the dealer about my options, what they might be able to entice me with to move to a new car, etc. Instead, this.","I just spoke with my son because he had an MRI Tuesday to determine if the current radiation treatments are being effective in reducing the size of the brain tumor.  Unfortunately, the tumor has not reduced in size sufficiently to satisfy his oncologist. So they are going to increase the intensity of each bi-weekly double treatment.  I don't think he will be able to handle double treatments with the higher intensity so he may have to go each week."
3513,October 2014,robr2,"driver100 said:
show previous quotes




When i turned in my last Jeep the dealer took the attitude that the Jeep lease was really out of their hands, it was between me and Chrysler. You would think dealers would pick up on the possibility of selling to a repeat customer, but, I think if the dealer isn't very aggressive you just fall through the cracks.

There's almost some tension between the dealer and corporate.

I'd be interested in knowing how this plays out. You can always wonder into the dealer and see what the deal would be on a new one.","He will have another MRI in 4 weeks with the hope that the malignant tumor has reduced in size.  The side effects of the radiation are severe and quite debilitating. His head is numb, sores in his mouth and on his head."
3514,October 2014,ab348,"robr2 said:

Whoever underwrote the lease is the one that owns the car and are the ones to deal with you on the disposition. Now a good selling dealer would keep track of whoever they leased a vehicle to and reach out to them about 60-90 days for follow up. It makes good business sense to know when your customers will need to get a car again.",I wish I could trade places with him and take his suffering so he won't have to deal with the painful headaches.
3515,October 2014,houdini1,"ab348 said:
show previous quotes


Yes, I know that if I buy the car I will be buying it from GM Financial. I am more surprised by the last point you made, which is the seeming disinterest from the dealer in selling me something else.",Thanks for letting me vent a little.
3516,October 2014,abacomike,No Quote,Thanks so much explorer.  His name is Justin.
3517,October 2014,abacomike,"houdini1 said:
show previous quotes
Justin will be in my prayers Mike. Keep your chin up, miracles do happen.","Thanks, Houdini."
3518,October 2014,abacomike,"explorerx4 said:
@abacomike‌, Hoping for the best, no matter what.","Thanks, explorer."
3519,October 2014,abacomike,No Quote,"Thanks to everyone for your thoughts and prayers for my son, Justin.  Every little bit helps, believe me."
3520,October 2014,oldfarmer50,"driver100 said:
Also, interesting article on buyers remorse. In Ontario Canada a survey stated 1/2 of car buyers will be buying another make next time. And 1/3 of new car buyers surveyed were not thrilled with their purchase.

Lots to consider and look at before commiting to a new car. Keep all this in mind oldfarmer.

I was surprised at those statistics.
------------------------------------------------------------------------------------------------
Note to Fezo RE: You guys that are always buying new every few years (or in Mike's case every few months) miss all this fun.

I have experienced all that fun for many years. I probably spent 1/4 of my younger days trying to get cars repaired. That's why I really don't want to have to do it again,",@driver100
3521,October 2014,oldfarmer50,"explorerx4 said:
@ab348, The dealer is not going to make anything from your lease turn in. We only leased once, and the dealer did at least ask me why I was turning it in. BTW, the buyout was a bit over 19k, and I was willing to offer 17k. I called GMAC and they said they don't negotiate lease turn in. Almost a year later, I got a letter from them stating they got 15k for the car. I found it strange that they sent me that information.",I was told today that my E400 will remain at the port until they launch the 2015 E Class in 1-2 weeks.  So it will be a while for me down here in Florida.
3522,October 2014,stickguy,No Quote,The Ohio Dept of Transp has hurried and opened the smooth southbound lanes for the Florida migration. We have opened up the new lanes of I-75 through Dayton after 3-4 years of repairs and moving the roadbed. You will be on the new 6 lanes or whatever that will end up being the southbound side. Part of it is being shared with the northbound giving them 2 lanes. But southbound you'll have 3 smooth lanes that will be the new I-75 through Dayton--at least until the next reconstruction starts. Probably 2 years after they finish this one.
3523,October 2014,fezo,No Quote,"Hang in there, Mike. Prayers are with you and your family. "
3524,October 2014,nyccarguy,No Quote,"I agree with you driver.  I have no problem going from a CLS to an E400 in terms of ""stepping down"" a notch in prestige or styling.  What matters most to me are:"
3525,October 2014,stickguy,No Quote,Visibility
3526,October 2014,oldfarmer50,"abacomike said:
Thanks to everyone for your thoughts and prayers for my son, Justin.  Every little bit helps, believe me.",Comfort
3527,October 2014,nyccarguy,No Quote,Handling
3528,October 2014,driver100,"tyguy said:
Thanks Driver! Have you made it back to Florida for the winter? The temperatures are cooling down in Colorado and the leaves dropping, so I was thinking you'd be getting close to your trek south. My parents just started their drive from California to Florida with their diesel pusher RV with plans to spend a few months on the road.",Power
3529,October 2014,imidazol97,"tyguy said:


This shot shows how the paint sparkles in the sun. I love that

Oh, these pics were taken after the clear bra was installed and the paint coating applied.","When the new E400 arrives at the dealership, I will drive it first to make sure all of the above variables are acceptable.  If so, I will definitely buy the car.  Remember, I have already owned a 2014 E350 in April, 2013, when the new body style first arrived.  It's the new engine I am concerned about and the ease of getting in and out of the car.  "
3530,October 2014,imidazol97,"tyguy said:
<
This shot shows how the paint sparkles in the sun. I love that

Oh, these pics were taken after the clear bra was installed and the paint coating applied.",I'll Know for sure by the end of the month.
3531,October 2014,driver100,"imidazol97 said:
show previous quotes

http://www.cincinnati.com/story/opinion/contributors/2014/10/10/opinion-brent-spence-danger-lies-size/17040037/",BWIA said:
3532,October 2014,driver100,"abacomike said:
show previous quotes


I agree with you driver.  I have no problem going from a CLS to an E400 in terms of ""stepping down"" a notch in prestige or styling.  What matters most to me are:
Visibility
Comfort
Handling
Power
When the new E400 arrives at the dealership, I will drive it first to make sure all of the above variables are acceptable.  If so, I will definitely buy the car.  Remember, I have already owned a 2014 E350 in April, 2013, when the new body style first arrived.  It's the new engine I am concerned about and the ease of getting in and out of the car.  
I'll Know for sure by the end of the month.","""Mike, be a little more positive and upbeat. While it is true that your son is in agonizing pain, do not give up hope as modern medicine and treatments work miracles. I have every confidence in the new protocol and it won't be long before your son is restored to good health.  We all are praying for you. Cheers!"""
3533,October 2014,roadburner,"oldfarmer50 said:
show previous quotes









Yeah but you'll never know the thrill of getting an old car fixed on the cheap.","Thanks for your encouraging words, bwia. It's very hard to be upbeat under these circumstances, but I appreciate your optimism.  The toughest aspect of this situation is that I feel helpless.  I decided not to go out there as I will only provide him with an additional stress - worrying about me and my well-being."
3534,October 2014,Mr_Shiftright,No Quote,"We discussed that if these treatments are effective in ridding him of the cancer, he will fly here for a short time so we can spend some quality time together.  If not, I will go out there to be with him.  Very difficult bwia, very difficult and I don't wish this on anyone."
3535,October 2014,bwia,No Quote,Thanks again.
3536,October 2014,driver100,"bwia said:
I posted this on the Tesla thread but thought I'd share with the regulars here.

The Tesla Model S with dual motor all wheel drive P85D Autopilot test flight. Impressive neck-snapping acceleration, hands-free driving and hands free parking coming later this year or early next year.
Enjoy!","If manufacturers wanted to eliminate multifaceted pricing at the dealership level and/or at the ""fleet"" level such as USAA, COSTCO, etc., all they would have to do is eliminate ""fleet"" incentives and rewrite dealership contracts and agreements.  The manufacturer has that power over the dealership networks. "
3537,October 2014,driver100,"Mr_Shiftright said:
Well it depends on the car---some cars have inherent defects that you cannot escape.","Thus, it is not the dealerships alone who want to maintain multi-tiered pricing, but also the manufacturers.  "
3538,October 2014,bwia,"abacomike said:
I wish I could trade places with him and take his suffering so he won't have to deal with the painful headaches.
Thanks for letting me vent a little.","As for the future, it all depends on the manufacturers and what they want!"
3539,October 2014,bwia,"driver100 said:
show previous quotes










Not sure if it works the same for all videos, but for YouTube videos, simply cut and paste the URL, and the video is imbedded automatically.",@driver100:
3540,October 2014,abacomike,No Quote,"""But can the manufacturer dictate final pricing? I suppose they can depending on their agreements...like you can't have one Wendy's selling for less than the others."""
3541,October 2014,oldfarmer50,"roadburner said:
show previous quotes










The thing is, in my experience at least, if you maintain a car properly you will have few unscheduled surprises. I budget less than the average American's car payment each month for repairs and maintenance on all of my cars and my bike.","There are very few things you buy on the open market that have a ""one price only"" pricing policy.  Just about everything and anything you want to buy is open to price negotiation."
3542,October 2014,driver100,"bwia said:
show previous quotes











Thanks bwia, I'll keep that in mind when I have a video worth sharing.",It's the same with airline tickets or hotel rooms.  
3543,October 2014,driver100,No Quote,"I enjoy those exposes on TV like ""60 Minutes"" where they show you the seating plan on a Boeing 737 and what each passenger paid for their seat.  It is rare to see more than a few seats where passengers paid the same amount.  Same for hotel rooms."
3544,October 2014,stickguy,No Quote,"As for new or used houses, the same is true.  For new houses, you can negotiate a price and include upgrades such as fireplaces and tile, not to mention piped in music w/speakers, a patio, etc.  used houses - make an offer!"
3545,October 2014,houdini1,No Quote,"It's a mixture of supply and demand, timing of the purchase, as well as skill in negotiating.  Quite a few variables determine what the buyer will ultimately pay for a product or service."
3546,October 2014,driver100,"stickguy said:
my guess, they operate differently based on the basic economic factors. IOW supply and demand.

Jag, maybe BMW where you are, might not have as much competition. And some level of snobbishness? But, for a brand with a lot of other shopping options, they pretty much have to match price. Lower end buyers, they shop around!","Even shopping for an attorney - most take 1/3 for their fee based on the recovery - but many will negotiate that fee, as I have learned."
